time_data,waveform
0.010660454399999998,1.94141
0.010660761599999999,1.92578
0.0106610688,1.93359
0.010661376,1.93359
0.0106616832,1.94141
0.010661990399999998,1.90234
0.010662297599999999,1.92578
0.0106626048,1.94922
0.010662912,1.94922
0.0106632192,1.94141
0.010663526399999998,1.91016
0.010663833599999999,1.91016
0.0106641408,1.94141
0.010664448,1.90234
0.0106647552,1.91797
0.010665062399999998,1.94141
0.010665369599999999,1.90234
0.0106656768,1.94922
0.010665984,1.92578
0.0106662912,1.90234
0.010666598399999998,1.90234
0.010666905599999998,1.94922
0.010667212799999999,1.91016
0.01066752,1.93359
0.0106678272,1.93359
0.010668134400000001,1.91797
0.010668441599999998,1.94922
0.010668748799999999,1.94141
0.010669056,1.94922
0.0106693632,1.92578
0.010669670400000001,1.91797
0.010669977599999998,1.94922
0.010670284799999999,1.94141
0.010670592,1.91797
0.0106708992,1.94141
0.010671206400000001,1.92578
0.010671513599999998,1.91797
0.010671820799999999,1.94922
0.010672128,1.92578
0.0106724352,1.94141
0.0106727424,1.91797
0.010673049599999998,1.94141
0.010673356799999999,1.93359
0.010673664,1.94141
0.0106739712,1.91797
0.0106742784,1.96484
0.010674585599999998,1.94141
0.010674892799999999,1.91016
0.0106752,1.92578
0.0106755072,1.94922
0.0106758144,1.92578
